clip,vehicle_id,terminal_event_id,original_event_description,vlm_events_for_pipeline,vlm_change_type,change_action,change_reason,removed_event,added_event,event_changed_flag
341,454260123,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
47,523821693,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
301,459505768,,,"['SEATBELT_D_OFF', 'v_phone']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
199,523822483,,,"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
197,459618013,,,['v_cam_covered'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
444,524596949,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
29,467597649,,,"['SEATBELT_D_OFF', 'v_phone']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
22,417516308,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
200,509637163,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
409,511879208,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
311,511468560,,,"['SEATBELT_D_OFF', 'v_distraction']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
418,322619618,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
312,464878170,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
269,523821830,,,"['SEATBELT_D_OFF', 'v_phone']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
60,509637163,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
266,338306241,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
105,464878170,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
101,511468560,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
41,317984619,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
268,459618013,,,['v_cam_covered'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
419,459618013,,,['v_cam_covered'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
204,333212161,,,['v_phone'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
361,388775883,,,"['SEATBELT_D_OFF', 'v_phone']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
112,512989545,,,"['SEATBELT_D_OFF', 'v_phone']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
399,464368268,,,"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
191,458886154,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
400,524598261,,,"['SEATBELT_D_OFF', 'v_phone']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
270,512980905,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
51,523822117,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
146,523821693,,,"['SEATBELT_D_OFF', 'v_phone']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
117,507271653,,,"['v_phone', 'v_distraction']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
155,459506000,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
147,523823573,,,['v_phone'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
262,523824244,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
190,513225962,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
228,524598261,,,"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
318,523823521,,,"['SEATBELT_D_OFF', 'v_phone']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
236,459506928,,,['v_phone'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
303,464397351,,,['v_distraction'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
237,458181322,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
184,460126455,,,['v_phone'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
169,350179842,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
396,366751690,,,"['v_phone', 'v_distraction']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
158,523823859,,,"['v_phone', 'v_distraction']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
310,523821830,,,"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
258,509636001,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
225,511633709,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
85,509637899,,,"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
134,524598614,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
172,518311941,,,"['v_phone', 'v_distraction']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
135,443657921,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
397,333212161,,,"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
454,464878170,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
77,416296124,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
212,464878170,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
263,523824495,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
87,509637688,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
86,322641484,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
58,511879248,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
188,443413751,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
213,322785930,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
435,459505768,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
59,337268755,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
140,509637948,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
283,509637926,,,"['SEATBELT_D_OFF', 'v_phone']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
445,523822483,,,"['SEATBELT_D_OFF', 'v_smoke']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
372,511472023,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
358,523821771,,,"['SEATBELT_D_OFF', 'v_distraction']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
385,464367957,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
332,464361907,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
342,523823149,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
343,524598261,,,"['SEATBELT_D_OFF', 'v_phone']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
420,523823859,,,['v_phone'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
145,322785930,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
168,523822178,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
317,523823859,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
316,523822178,,,['v_phone'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
273,523823722,,,['v_smoke'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
296,453885405,,,['v_phone'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
354,511633709,,,['v_phone'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
403,409223544,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
23,377841245,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
261,507264328,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
241,511642605,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
355,509637851,,,"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
224,366763791,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
297,464368268,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
223,464878170,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
233,511893849,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
292,229817878,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
373,511893849,,,"['SEATBELT_D_OFF', 'v_phone']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
390,509637738,,,"['SEATBELT_D_OFF', 'v_phone']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
452,322641484,,,"['SEATBELT_D_OFF', 'v_phone']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
453,459506928,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
96,464367957,,,"['SEATBELT_D_OFF', 'v_phone']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
298,322784039,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
257,511465936,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
164,464878170,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
88,443733464,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
299,443733464,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
421,365599055,,,"['SEATBELT_D_OFF', 'v_phone']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
157,443668611,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
6,458891357,,,"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
405,513234561,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
377,509637769,,,['v_phone'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
415,322785930,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
219,518312835,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
245,511893849,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
290,524596949,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
119,453885405,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
4,453885405,,,"['SEATBELT_D_OFF', 'v_phone']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
202,513234561,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
335,459506000,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
235,509637769,,,"['SEATBELT_D_OFF', 'v_phone']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
406,365670886,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
239,322641484,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
142,518311941,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
357,454535057,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
65,452453885,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
170,422008670,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
349,509637652,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
383,459618013,,,['v_cam_covered'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
339,509636001,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
123,524598261,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
124,511879208,,,"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
17,422008670,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
229,429576946,,,['v_phone'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
16,333584733,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
439,511466682,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
138,523822178,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
53,512994171,,,"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
50,512994171,,,"['v_phone', 'v_distraction']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
49,229817878,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
39,523823573,,,['v_phone'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
137,524596949,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
393,512980905,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
281,524598614,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
109,322785930,,,"['v_phone', 'v_distraction']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
102,365598486,,,"['SEATBELT_D_OFF', 'v_phone']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
388,467597649,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
99,524598261,,,['SEATBELT_D_OFF'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
218,509637948,,,"['SEATBELT_D_OFF', 'v_phone']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
89,417516308,,,['v_phone'],new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
2,415734364,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
139,507302670,,,[],no_vlm_signal,no_change,missing vehicle_id or terminal_event_id,,,0
56,459506000,,,"['SEATBELT_D_OFF', 'v_smoke']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
353,523821771,,,"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",new_context_added,no_change,missing vehicle_id or terminal_event_id,,,0
